string,lexicality,ope,Lpe,spe,letter_length,in_lexicon,ope_norm,Lpe_norm,spe_norm,oLpe_norm_sum,ospe_norm_sum,Lspe_norm_sum,oLspe_norm_sum,ope_norm_dec_LCM_0.04,ape_norm_dec_LCM_0.96,spe_norm_dec_LCM_0.99,oaspe_norm_sum_dec_LCM_1.99,ope_norm_entro,ape_norm_entro,spe_norm_entro,oaspe_norm_sum_entro,ope_norm_dec_p50,ape_norm_dec_p50,spe_norm_dec_p50,aspe_norm_dec_p50,ospe_norm_dec_p50,oape_norm_dec_p50,oaspe_norm_dec_p50
Anker,word,343.17079,4.636539080090061,3.948536506915407,5,True,0.04289634875,0.9273078160180122,0.9871341267288517,0.9702041647680122,1.0300304754788516,1.9144419427468637,1.9573382914968638,0,1,1,1,0.99949535091748,0.9873475548890545,0.8189135016045901,0.9805439591087309,1,0,0,0,1,1,1
Anmut,word,361.2467,4.7169507880347386,3.948536506915407,5,True,0.0451558375,0.9433901576069477,0.9871341267288517,0.9885459951069476,1.0322899642288517,1.9305242843357995,1.9756801218357993,0,1,1,1,0.9431561117449961,0.8771398364776446,0.8189135016045901,0.8306622473037537,1,0,0,0,1,1,1
Anzug,word,363.45031,4.875522676101641,3.948536506915407,5,True,0.04543128875,0.9751045352203281,0.9871341267288517,1.0205358239703282,1.0325654154788517,1.9622386619491798,2.0076699506991798,0,0,1,0,0.9431561117449961,0.6529905370201016,0.8189135016045901,0.5593722119681042,1,0,0,0,1,1,1
Apfel,word,395.64233,4.667738822772596,3.9533612093920873,5,True,0.049455291250000005,0.9335477645545192,0.9883403023480218,0.9830030558045192,1.0377955935980219,1.9218880669025409,1.971343358152541,0,1,1,1,0.5723697303329652,0.9414019093185213,0.6659956855726696,0.8763638931950625,1,0,0,0,1,1,1
Äpfel,word,417.22354,4.707944676744934,3.9948536506915406,5,True,0.0521529425,0.9415889353489868,0.9987134126728852,0.9937418778489868,1.0508663551728852,1.940302348021872,1.992455290521872,0,1,0,0,0.1506433722586249,0.8835851372682371,0.6553220524699095,0.6875171848759345,1,0,0,0,1,1,1
Arena,word,325.91251,4.717594081698295,3.947571566420071,5,True,0.04073906375,0.9435188163396591,0.9868928916050177,0.9842578800896591,1.0276319553550177,1.9304117079446768,1.9711507716946768,0,1,1,1,0.9820629691813157,0.8702817117938156,0.8189135016045901,0.8763638931950625,1,0,0,0,1,1,1
Ärger,word,370.60277,4.592795110968157,3.994210357027983,5,True,0.04632534625,0.9185590221936314,0.9985525892569957,0.9648843684436313,1.0448779355069957,1.9171116114506273,1.963436957700627,0,1,0,1,0.8854882494567283,0.9928215827417932,0.6553220524699095,0.9426401197436469,1,1,0,0,1,1,1
Argon,word,356.33483,4.680283049211965,3.9466066259247343,5,True,0.04454185375,0.936056609842393,0.9866516564811836,0.980598463592393,1.0311935102311836,1.9227082663235766,1.9672501200735766,0,1,1,1,0.9431561117449961,0.9260546084441965,0.8189135016045901,0.9110208264302488,1,0,0,0,1,1,1
Arier,word,334.02895,4.519459633322612,3.947249919588292,5,True,0.04175361875,0.9038919266645223,0.986812479897073,0.9456455454145223,1.028566098647073,1.8907044065615954,1.9324580253115955,0,1,1,1,1.0,0.7708097289332796,0.8189135016045901,0.8685717473284057,1,1,0,1,1,1,1
Ärmel,word,401.73721,4.626568028304922,3.994210357027983,5,True,0.05021715125,0.9253136056609843,0.9985525892569957,0.9755307569109843,1.0487697405069958,1.92386619491798,1.97408334616798,0,1,0,1,0.4387822541976777,0.9954142208319572,0.6553220524699095,0.8489172030204534,1,0,0,0,1,1,1
Aroma,word,351.61531,4.779350273399807,3.947893213251849,5,True,0.04395191375,0.9558700546799613,0.9869733033129623,0.9998219684299613,1.0309252170629624,1.9428433579929236,1.9867952717429236,0,0,1,1,0.9805796778352424,0.7873532864453721,0.8189135016045901,0.7306075503702443,1,0,0,0,1,1,1
Arten,word,327.61981,4.46767449340624,3.947571566420071,5,True,0.040952476249999994,0.893534898681248,0.9868928916050177,0.934487374931248,1.0278453678550177,1.8804277902862658,1.9213802665362656,0,1,1,1,0.9820629691813157,0.5626570602304828,0.8189135016045901,0.6679551953515421,1,1,0,1,1,1,1
Ärzte,word,341.02991,4.534577034416211,3.994210357027983,5,True,0.04262873875,0.9069154068832421,0.9985525892569957,0.9495441456332421,1.0411813280069957,1.9054679961402379,1.9480967348902378,0,1,0,1,0.99949535091748,0.8344306854714569,0.6553220524699095,0.9992148897235804,1,1,0,0,1,1,1
Asien,word,322.65455,4.538436796397555,3.9520746220649725,5,True,0.04033181875,0.9076873592795109,0.9880186555162431,0.948019178029511,1.028350474266243,1.895706014795754,1.936037833545754,0,1,1,1,0.9476027918035057,0.8534205216725141,0.6659956855726696,0.9221425527813306,1,1,0,1,1,1,1
Athen,word,337.90544,4.53972338372467,3.9523962688967513,5,True,0.04223818,0.9079446767449341,0.9880990672241878,0.9501828567449341,1.0303372472241878,1.896043743969122,1.938281923969122,0,1,1,1,1.0,0.8534205216725141,0.6659956855726696,0.9438462338454515,1,1,0,1,1,1,1
Atmen,word,354.15986,4.559343840463171,3.9517529752331937,5,True,0.0442699825,0.9118687680926343,0.9879382438082984,0.9561387505926343,1.0322082263082983,1.8998070119009327,1.9440769944009326,0,1,1,1,0.9805796778352424,0.9238186458971878,0.6659956855726696,0.9879332320854358,1,1,0,0,1,1,1
Augen,word,344.40495,4.500160823415889,3.9520746220649725,5,True,0.04305061875,0.9000321646831779,0.9880186555162431,0.943082783433178,1.031069274266243,1.888050820199421,1.931101438949421,0,1,1,1,0.99949535091748,0.6839450915303034,0.6659956855726696,0.8538965921752856,1,1,0,1,1,1,1
Babys,word,320.14345,4.581537471855902,3.9157285300739786,5,True,0.04001793125,0.9163074943711804,0.9789321325184946,0.9563254256211804,1.0189500637684947,1.895239626889675,1.9352575581396751,0,1,1,1,0.9476027918035057,0.9727916111773359,0.5319320267144783,0.9105182011684138,1,1,0,1,1,1,1
Bäche,word,293.08652,4.516243165004825,3.9269861691862333,5,True,0.036635815,0.903248633000965,0.9817465422965583,0.939884448000965,1.0183823572965582,1.8849951752975234,1.9216309902975233,1,1,1,1,0.8117980807463648,0.7483237199388556,0.8057798838009468,0.6872416348826824,1,1,0,1,1,1,1
Backe,word,287.17337,4.3689289160501765,3.9150852364104214,5,True,0.03589667125,0.8737857832100353,0.9787713091026053,0.9096824544600353,1.0146679803526053,1.8525570923126407,1.8884537635626406,1,1,1,1,0.7786879824526677,0.3434816998160023,0.5319320267144783,0.14086243224014466,1,1,0,1,1,1,1
Bahre,word,281.93535,4.354454808620135,3.9160501769057574,5,True,0.035241918750000004,0.870890961724027,0.9790125442264394,0.9061328804740271,1.0142544629764394,1.8499035059504663,1.8851454247004664,1,1,1,1,0.7544842162335712,0.3195532536003267,0.5319320267144783,0.1130363468693323,1,1,0,1,1,1,1
Bands,word,291.52107,4.496301061434544,3.9134770022515273,5,True,0.03644013375,0.8992602122869089,0.9783692505628818,0.9357003460369089,1.0148093843128818,1.8776294628497907,1.9140695965997907,1,1,1,1,0.7786879824526677,0.6618352310291648,0.5769786138802623,0.523163201969133,1,1,0,1,1,1,1
Bantu,word,296.19234,4.589900289482149,3.913798649083306,5,True,0.0370240425,0.9179800578964297,0.9784496622708265,0.9550041003964297,1.0154737047708264,1.8964297201672562,1.933453762667256,1,1,1,1,0.8117980807463648,0.9873256938395966,0.5769786138802623,0.8825405303886322,1,1,0,0,1,1,1
Barde,word,289.32133,4.326471534255388,3.9147635895786426,5,True,0.03616516625,0.8652943068510777,0.9786908973946606,0.9014594731010777,1.0148560636446606,1.8439852042457383,1.8801503704957383,1,1,1,1,0.7786879824526677,0.2624115251521359,0.5319320267144783,0.0748029853906935,1,1,0,1,1,1,1
Bares,word,261.43776,4.3081376648440015,3.9144419427468637,5,True,0.03267972,0.8616275329688003,0.9786104856867159,0.8943072529688003,1.011290205686716,1.8402380186555163,1.8729177386555163,1,1,1,1,0.7076091665782092,0.22977040589594672,0.5319320267144783,0.03422531952987751,1,1,0,1,1,1,1
Barke,word,293.00515,4.315857188806691,3.9147635895786426,5,True,0.03662564375,0.8631714377613381,0.9786908973946606,0.8997970815113381,1.0153165411446607,1.8418623351559988,1.8784879789059987,1,1,1,1,0.8117980807463648,0.2403557444221381,0.5319320267144783,0.062323629746035496,1,1,0,1,1,1,1
Bärte,word,294.13863,4.422322290125442,3.9266645223544545,5,True,0.036767328749999995,0.8844644580250884,0.9816661305886136,0.9212317867750884,1.0184334593386137,1.866130588613702,1.9028979173637022,1,1,1,1,0.8117980807463648,0.42506041771229575,0.8057798838009468,0.3254294792098928,1,1,0,1,1,1,1
Basar,word,275.22676,4.591186876809263,3.9144419427468637,5,True,0.034403345,0.9182373753618526,0.9786104856867159,0.9526407203618525,1.013013830686716,1.8968478610485686,1.9312512060485685,1,1,1,1,0.7334889376418648,0.9873256938395966,0.5319320267144783,0.8538965921752856,1,1,0,0,1,1,1
Basen,word,267.90865,4.367963975554841,3.914120295915085,5,True,0.03348858125,0.8735927951109682,0.9785300739787712,0.9070813763609682,1.0120186552287713,1.8521228690897393,1.8856114503397396,1,1,1,1,0.7076091665782092,0.3434816998160023,0.5319320267144783,0.12195341090486038,1,1,0,1,1,1,1
Batik,word,332.67578,4.611128980379543,3.9157285300739786,5,True,0.0415844725,0.9222257960759086,0.9789321325184946,0.9638102685759086,1.0205166050184946,1.9011579285944031,1.9427424010944032,0,1,1,1,1.0,1.0,0.5319320267144783,0.9827301870902642,1,1,0,0,1,1,1
Bauch,word,293.75651,4.659376005146349,3.9144419427468637,5,True,0.036719563749999996,0.9318752010292698,0.9786104856867159,0.9685947647792698,1.015330049436716,1.9104856867159858,1.9472052504659856,1,1,1,1,0.8117980807463648,0.955986824305075,0.5319320267144783,0.9975601258495412,1,0,0,0,1,1,1
Beben,word,284.56481,4.406883242200065,3.9160501769057574,5,True,0.03557060125,0.881376648440013,0.9790125442264394,0.916947249690013,1.0145831454764394,1.8603891926664522,1.8959597939164523,1,1,1,1,0.7786879824526677,0.3984057350964084,0.5319320267144783,0.22757810206474743,1,1,0,1,1,1,1
Beere,word,266.05114,4.360244451592152,3.9157285300739786,5,True,0.033256392499999995,0.8720488903184304,0.9789321325184946,0.9053052828184304,1.0121885250184945,1.850981022836925,1.884237415336925,1,1,1,1,0.7076091665782092,0.32756753878521333,0.5319320267144783,0.10516681839422344,1,1,0,1,1,1,1
Beete,word,269.62271,4.331939530395626,3.9157285300739786,5,True,0.03370283875,0.8663879060791253,0.9789321325184946,0.9000907448291253,1.0126349712684946,1.8453200385976198,1.8790228773476199,1,1,1,1,0.7334889376418648,0.2729934436484965,0.5319320267144783,0.06842556131410561,1,1,0,1,1,1,1
Beine,word,282.73561,4.327436474750724,3.9134770022515273,5,True,0.03534195125,0.8654872949501448,0.9783692505628818,0.9008292462001448,1.0137112018128818,1.8438565455130265,1.8791984967630264,1,1,1,1,0.7544842162335712,0.2624115251521359,0.5769786138802623,0.06842556131410561,1,1,0,1,1,1,1
Betel,word,311.15246,4.44290768735928,3.9134770022515277,5,True,0.0388940575,0.888581537471856,0.9783692505628819,0.9274755949718559,1.017263308062882,1.866950788034738,1.9058448455347379,0,1,1,1,0.9019072664151863,0.48328772918548846,0.5769786138802623,0.37475930436664084,1,1,0,1,1,1,1
Beule,word,298.96237,4.34834351881634,3.9150852364104214,5,True,0.037370296250000004,0.869668703763268,0.9787713091026053,0.907039000013268,1.0161416053526053,1.8484400128658733,1.8858103091158733,1,1,1,1,0.8117980807463648,0.3106267315493767,0.5319320267144783,0.12195341090486038,1,1,0,1,1,1,1
Bezug,word,316.08106,4.715664200707623,3.9160501769057574,5,True,0.039510132499999996,0.9431328401415247,0.9790125442264394,0.9826429726415247,1.0185226767264393,1.9221453843679641,1.961655516867964,0,1,1,1,0.9476027918035057,0.8771398364776446,0.5319320267144783,0.9501596781749664,1,0,0,0,1,1,1
Bibel,word,343.7742,4.544226439369572,3.9224831135413316,5,True,0.042971775000000004,0.9088452878739144,0.9806207783853329,0.9518170628739144,1.023592553385333,1.8894660662592473,1.9324378412592473,0,1,1,1,0.99949535091748,0.8730026347781327,0.6752380792099069,0.8685717473284057,1,1,0,1,1,1,1
Biere,word,292.74268,4.41781923448054,3.9208748793824384,5,True,0.036592835000000004,0.8835638468961079,0.9802187198456096,0.9201566818961079,1.0168115548456096,1.8637825667417176,1.9003754017417176,1,1,1,1,0.8117980807463648,0.42506041771229575,0.5709564019506735,0.28043065964888025,1,1,0,1,1,1,1
Biest,word,298.33644,4.5606304277902865,3.9211965262142168,5,True,0.037292055,0.9121260855580573,0.9802991315535542,0.9494181405580573,1.0175911865535543,1.8924252171116116,1.9297172721116116,1,1,1,1,0.8117980807463648,0.9238186458971878,0.5709564019506735,0.8371569457006722,1,1,0,1,1,1,1
Block,word,341.67739,4.810550016082341,3.9189449983917655,5,True,0.04270967375,0.9621100032164682,0.9797362495979414,1.0048196769664681,1.0224459233479413,1.9418462528144096,1.9845559265644095,0,0,1,1,0.99949535091748,0.7406799474774696,0.5709564019506735,0.7489074028817546,1,0,0,0,1,1,1
Blogs,word,337.73078,4.673528465744612,3.9189449983917655,5,True,0.0422163475,0.9347056931489224,0.9797362495979414,0.9769220406489224,1.0219525970979413,1.9144419427468637,1.9566582902468637,0,1,1,1,1.0,0.9337241413194362,0.5709564019506735,0.9805439591087309,1,0,0,0,1,1,1
Blöße,word,354.49212,4.565455130266967,3.919588292055323,5,True,0.044311515,0.9130910260533934,0.9798970730138308,0.9574025410533934,1.0242085880138307,1.892988099067224,1.937299614067224,0,1,1,1,0.9805796778352424,0.9375201683724327,0.5709564019506735,0.9329545793680853,1,1,0,1,1,1,1
Bluff,word,370.44066,4.7877130910260535,3.9183017047282083,5,True,0.0463050825,0.9575426182052107,0.9795754261820521,1.0038477007052107,1.0258805086820522,1.9371180443872626,1.9834231268872629,0,0,1,1,0.8854882494567283,0.7726962788977914,0.5709564019506735,0.7659138586816431,1,0,0,0,1,1,1
Blume,word,338.53876,4.488903184303634,3.9183017047282083,5,True,0.042317345000000006,0.8977806368607268,0.9795754261820521,0.9400979818607269,1.021892771182052,1.8773560630427788,1.9196734080427789,0,1,1,1,1.0,0.6401645916269484,0.5709564019506735,0.6467555242672931,1,1,0,1,1,1,1
Bluse,word,304.27758,4.4667095529109035,3.9183017047282083,5,True,0.0380346975,0.8933419105821807,0.9795754261820521,0.9313766080821807,1.017610123682052,1.8729173367642327,1.9109520342642328,1,1,1,1,0.8541221314228913,0.5445240279503144,0.5709564019506735,0.4655691101275928,1,1,0,1,1,1,1
Boden,word,296.80315,4.456095207462207,3.9224831135413316,5,True,0.03710039375,0.8912190414924414,0.9806207783853329,0.9283194352424413,1.017721172135333,1.8718398198777741,1.9089402136277744,1,1,1,1,0.8117980807463648,0.5132884191657568,0.6752380792099069,0.4267116811748575,1,1,0,1,1,1,1
Bogen,word,306.09521,4.446445802508846,3.9224831135413316,5,True,0.03826190125,0.8892891605017692,0.9806207783853329,0.9275510617517692,1.018882679635333,1.869909938887102,1.9081718401371022,0,1,1,1,0.8541221314228913,0.48328772918548846,0.6752380792099069,0.40948047271272303,1,1,0,1,1,1,1
Böhme,word,327.19749,4.520746220649727,3.9263428755226757,5,True,0.040899686250000004,0.9041492441299454,0.9815857188806689,0.9450489303799453,1.0224854051306689,1.8857349630106142,1.9266346492606141,0,1,1,1,0.9820629691813157,0.7708097289332796,0.8057798838009468,0.7843886142621479,1,1,0,1,1,1,1
Bohne,word,284.62206,4.403988420714056,3.922161466709553,5,True,0.035577757499999994,0.8807976841428111,0.9805403666773882,0.9163754416428112,1.0161181241773882,1.8613380508201993,1.8969158083201993,1,1,1,1,0.7786879824526677,0.3984057350964084,0.6752380792099069,0.24070584973404918,1,1,0,1,1,1,1
Bonus,word,279.32518,4.566741717594082,3.921839819877774,5,True,0.0349156475,0.9133483435188164,0.9804599549694435,0.9482639910188164,1.0153756024694436,1.8938082984882598,1.92872394598826,1,1,1,1,0.7544842162335712,0.9375201683724327,0.5709564019506735,0.8196908996204787,1,1,0,1,1,1,1
Borke,word,296.85108,4.384689610807333,3.921839819877774,5,True,0.037106385000000006,0.8769379221614667,0.9804599549694435,0.9140443071614667,1.0175663399694435,1.8573978771309103,1.8945042621309103,1,1,1,1,0.8117980807463648,0.36654884101282503,0.5709564019506735,0.21489581644236638,1,1,0,1,1,1,1
Börse,word,283.5751,4.4577034416211,3.9263428755226757,5,True,0.0354468875,0.8915406883242201,0.9815857188806689,0.9269875758242201,1.017032606380669,1.873126407204889,1.908573294704889,1,1,1,1,0.7544842162335712,0.5284920741562632,0.8057798838009468,0.4267116811748575,1,1,0,1,1,1,1
Borte,word,279.99164,4.354133161788356,3.921839819877774,5,True,0.034998955000000005,0.8708266323576712,0.9804599549694435,0.9058255873576713,1.0154589099694435,1.8512865873271147,1.8862855423271148,1,1,1,1,0.7544842162335712,0.3195532536003267,0.5709564019506735,0.12195341090486038,1,1,0,1,1,1,1
Bosse,word,259.00418,4.413316178835639,3.922161466709553,5,True,0.032375522500000004,0.8826632357671278,0.9805403666773882,0.9150387582671278,1.0129158891773882,1.863203602444516,1.895579124944516,1,1,1,1,0.6885417749541816,0.4152322748866395,0.6752380792099069,0.22757810206474743,1,1,0,1,1,1,1
Botin,word,310.21229,4.574782888388549,3.922161466709553,5,True,0.03877653625,0.9149565776777099,0.9805403666773882,0.9537331139277099,1.0193169029273883,1.8954969443550982,1.934273480605098,0,1,1,1,0.9019072664151863,0.9626268489065332,0.6752380792099069,0.8969728083508806,1,1,0,1,1,1,1
Boxer,word,286.42457,4.53972338372467,3.921839819877774,5,True,0.03580307125,0.9079446767449341,0.9804599549694435,0.9437477479949341,1.0162630262194434,1.8884046317143777,1.9242077029643774,1,1,1,1,0.7786879824526677,0.8534205216725141,0.5709564019506735,0.7268540937730408,1,1,0,1,1,1,1
Brand,word,327.36571,4.717272434866516,3.9202315857188808,5,True,0.04092071375,0.9434544869733031,0.9800578964297202,0.9843752007233031,1.0209786101797202,1.9235123834030232,1.9644330971530235,0,1,1,1,0.9820629691813157,0.8771398364776446,0.5709564019506735,0.9347852853136521,1,0,0,0,1,1,1
Braue,word,287.96655,4.459633322611772,3.9195882920553236,5,True,0.03599581875,0.8919266645223545,0.9798970730138309,0.9279224832723545,1.0158928917638308,1.8718237375361855,1.9078195562861853,1,1,1,1,0.7786879824526677,0.5284920741562632,0.5709564019506735,0.40948047271272303,1,1,0,1,1,1,1
Braut,word,304.3982,4.613058861370216,3.9195882920553236,5,True,0.038049774999999994,0.9226117722740431,0.9798970730138309,0.9606615472740431,1.017946848013831,1.902508845287874,1.9405586202878742,1,1,1,1,0.8541221314228913,0.9996868785260186,0.5709564019506735,0.9700611107370675,1,1,0,0,1,1,1
Brett,word,304.07752,4.564168542939852,3.9215181730459956,5,True,0.03800969,0.9128337085879703,0.9803795432614989,0.9508433985879703,1.018389233261499,1.893213251849469,1.9312229418494693,1,1,1,1,0.8541221314228913,0.9375201683724327,0.5709564019506735,0.8538965921752856,1,1,0,1,1,1,1
Brief,word,324.42908,4.548729495014474,3.920874879382438,5,True,0.040553635,0.9097458990028947,0.9802187198456095,0.9502995340028947,1.0207723548456096,1.8899646188485042,1.9305182538485042,0,1,1,1,0.9820629691813157,0.8915315139602062,0.5709564019506735,0.8538965921752856,1,1,0,1,1,1,1
Brite,word,305.48955,4.397233837246703,3.920874879382438,5,True,0.03818619375,0.8794467674493406,0.9802187198456095,0.9176329611993406,1.0184049135956095,1.85966548729495,1.89785168104495,0,1,1,1,0.8541221314228913,0.3817850990859919,0.5709564019506735,0.2531358967244966,1,1,0,1,1,1,1
Bruch,word,310.33033,4.753296880025731,3.9215181730459956,5,True,0.03879129125,0.9506593760051463,0.9803795432614989,0.9894506672551463,1.019170834511499,1.931038919266645,1.9698302105166452,0,1,1,1,0.9019072664151863,0.8233793849240961,0.5709564019506735,0.8848409142369152,1,0,0,0,1,1,1
Brühe,word,316.1531,4.505628819556128,3.921839819877774,5,True,0.0395191375,0.9011257639112256,0.9804599549694435,0.9406449014112256,1.0199790924694434,1.881585718880669,1.921104856380669,0,1,1,1,0.9476027918035057,0.7063633399624013,0.5709564019506735,0.6679551953515421,1,1,0,1,1,1,1
Brust,word,297.07269,4.5879704084914765,3.9215181730459956,5,True,0.037134086250000004,0.9175940816982953,0.9803795432614989,0.9547281679482953,1.0175136295114988,1.897973624959794,1.935107711209794,1,1,1,1,0.8117980807463648,0.9873256938395966,0.5709564019506735,0.9105182011684138,1,1,0,0,1,1,1
Buche,word,286.28723,4.476037311032487,3.9224831135413316,5,True,0.03578590375,0.8952074622064974,0.9806207783853329,0.9309933659564974,1.0164066821353328,1.8758282405918303,1.9116141443418302,1,1,1,1,0.7786879824526677,0.5816605376392926,0.6752380792099069,0.48559179665119134,1,1,0,1,1,1,1
Bucht,word,302.71888,4.629462849790929,3.9224831135413316,5,True,0.03783986,0.9258925699581859,0.9806207783853329,0.963732429958186,1.018460638385333,1.9065133483435188,1.9443532083435189,1,1,1,1,0.8541221314228913,0.99165253980062,0.6752380792099069,0.9879332320854358,1,0,0,0,1,1,1
